source_entity,r.relation_type,target_entity,r.description,r.source_document,r.confidence
Adult Learning Program,RELATED_TO,Community Adult Learning Program,Adult Learning Program related to Community Adult Learning Program,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Adult Learning Program,RELATED_TO,Community Adult learning program,Adult Learning Program related to Community Adult learning program,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Adult Learning Program,RELATED_TO,Alberta are started by people,Adult Learning Program related to Alberta are started by people,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Adult Learning Program,RELATED_TO,Adult Learning program,Adult Learning Program related to Adult Learning program,https://www.alberta.ca/community-adult-learning-program,0.7
Adult Learning Program,RELATED_TO,Learning Program,Adult Learning Program related to Learning Program,https://www.alberta.ca/community-adult-learning-program,0.7
Adult Learning Program,RELATED_TO,Learning program,Adult Learning Program related to Learning program,https://www.alberta.ca/community-adult-learning-program,0.7
Adult Learning Program,RELATED_TO,Community Adult Learning Program,Adult Learning Program related to Community Adult Learning Program,https://www.alberta.ca/community-adult-learning-program,0.7
Adult Learning Program,RELATED_TO,Community Adult Learning program,Adult Learning Program related to Community Adult Learning program,https://www.alberta.ca/community-adult-learning-program,0.7
Adult Learning Program,RELATED_TO,Alberta are started by people,Adult Learning Program related to Alberta are started by people,https://www.alberta.ca/community-adult-learning-program,0.7
Adult Learning Program,RELATED_TO,CALP policy,Adult Learning Program related to CALP policy,https://www.alberta.ca/community-adult-learning-program,0.7
Adult Learning Program,RELATED_TO,Rural Electric Program,Adult Learning Program related to Rural Electric Program,https://www.alberta.ca/sport-participation-support-program,0.7
Adult Learning Program,RELATED_TO,Environmental Science Program,Adult Learning Program related to Environmental Science Program,https://www.alberta.ca/sport-participation-support-program,0.7
Adult Learning Program,RELATED_TO,Employment Partnerships Program,Adult Learning Program related to Employment Partnerships Program,https://www.alberta.ca/sport-participation-support-program,0.7
Adult Learning Program,RELATED_TO,Learning Program,Adult Learning Program related to Learning Program,https://www.alberta.ca/sport-participation-support-program,0.7
Adult Learning Program,RELATED_TO,Electric Program,Adult Learning Program related to Electric Program,https://www.alberta.ca/sport-participation-support-program,0.7
Adult Learning Program,RELATED_TO,Science Program,Adult Learning Program related to Science Program,https://www.alberta.ca/sport-participation-support-program,0.7
Adult Learning Program,RELATED_TO,Partnerships Program,Adult Learning Program related to Partnerships Program,https://www.alberta.ca/sport-participation-support-program,0.7
Adult Learning Program,RELATED_TO,Community Adult Learning Program,Adult Learning Program related to Community Adult Learning Program,https://www.alberta.ca/sport-participation-support-program,0.7
Adult Learning Program,RELATED_TO,Alberta Farm Fuel Benefit,Adult Learning Program related to Alberta Farm Fuel Benefit,https://www.alberta.ca/sport-participation-support-program,0.7
Adult Learning Program,RELATED_TO,Alberta Energy Regulator,Adult Learning Program related to Alberta Energy Regulator,https://www.alberta.ca/sport-participation-support-program,0.7
Adult Learning Program,RELATED_TO,Rural Electric Program,Adult Learning Program related to Rural Electric Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Adult Learning Program,RELATED_TO,Environmental Science Program,Adult Learning Program related to Environmental Science Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Adult Learning Program,RELATED_TO,Employment Partnerships Program,Adult Learning Program related to Employment Partnerships Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Adult Learning Program,RELATED_TO,Learning Program,Adult Learning Program related to Learning Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Adult Learning Program,RELATED_TO,Electric Program,Adult Learning Program related to Electric Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Adult Learning Program,RELATED_TO,Science Program,Adult Learning Program related to Science Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Adult Learning Program,RELATED_TO,Partnerships Program,Adult Learning Program related to Partnerships Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Adult Learning Program,RELATED_TO,Community Adult Learning Program,Adult Learning Program related to Community Adult Learning Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Adult Learning Program,RELATED_TO,Alberta Farm Fuel Benefit,Adult Learning Program related to Alberta Farm Fuel Benefit,https://www.alberta.ca/major-sport-event-grant-program,0.7
Adult Learning Program,RELATED_TO,Alberta Energy Regulator,Adult Learning Program related to Alberta Energy Regulator,https://www.alberta.ca/major-sport-event-grant-program,0.7
Adult Learning Program,RELATED_TO,Rural Electric Program,Adult Learning Program related to Rural Electric Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Adult Learning Program,RELATED_TO,Environmental Science Program,Adult Learning Program related to Environmental Science Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Adult Learning Program,RELATED_TO,Employment Partnerships Program,Adult Learning Program related to Employment Partnerships Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Adult Learning Program,RELATED_TO,Learning Program,Adult Learning Program related to Learning Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Adult Learning Program,RELATED_TO,Electric Program,Adult Learning Program related to Electric Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Adult Learning Program,RELATED_TO,Science Program,Adult Learning Program related to Science Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Adult Learning Program,RELATED_TO,Partnerships Program,Adult Learning Program related to Partnerships Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Adult Learning Program,RELATED_TO,Community Adult Learning Program,Adult Learning Program related to Community Adult Learning Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Adult Learning Program,RELATED_TO,Alberta Farm Fuel Benefit,Adult Learning Program related to Alberta Farm Fuel Benefit,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Adult Learning Program,RELATED_TO,Alberta Energy Regulator,Adult Learning Program related to Alberta Energy Regulator,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Adult Learning Program,RELATED_TO,Rural Electric Program,Adult Learning Program related to Rural Electric Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Adult Learning Program,RELATED_TO,Environmental Science Program,Adult Learning Program related to Environmental Science Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Adult Learning Program,RELATED_TO,Employment Partnerships Program,Adult Learning Program related to Employment Partnerships Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Adult Learning Program,RELATED_TO,Learning Program,Adult Learning Program related to Learning Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Adult Learning Program,RELATED_TO,Electric Program,Adult Learning Program related to Electric Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Adult Learning Program,RELATED_TO,Science Program,Adult Learning Program related to Science Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Adult Learning Program,RELATED_TO,Partnerships Program,Adult Learning Program related to Partnerships Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Adult Learning Program,RELATED_TO,Community Adult Learning Program,Adult Learning Program related to Community Adult Learning Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Adult Learning Program,RELATED_TO,Alberta Farm Fuel Benefit,Adult Learning Program related to Alberta Farm Fuel Benefit,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Adult Learning Program,RELATED_TO,Alberta Energy Regulator,Adult Learning Program related to Alberta Energy Regulator,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Adult Learning Program,RELATED_TO,Rural Electric Program,Adult Learning Program related to Rural Electric Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Adult Learning Program,RELATED_TO,Environmental Science Program,Adult Learning Program related to Environmental Science Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Adult Learning Program,RELATED_TO,Employment Partnerships Program,Adult Learning Program related to Employment Partnerships Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Adult Learning Program,RELATED_TO,Learning Program,Adult Learning Program related to Learning Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Adult Learning Program,RELATED_TO,Electric Program,Adult Learning Program related to Electric Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Adult Learning Program,RELATED_TO,Science Program,Adult Learning Program related to Science Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Adult Learning Program,RELATED_TO,Partnerships Program,Adult Learning Program related to Partnerships Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Adult Learning Program,RELATED_TO,Community Adult Learning Program,Adult Learning Program related to Community Adult Learning Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Adult Learning Program,RELATED_TO,Alberta Farm Fuel Benefit,Adult Learning Program related to Alberta Farm Fuel Benefit,https://www.alberta.ca/albertas-future-leaders-program,0.7
Adult Learning Program,RELATED_TO,Alberta Energy Regulator,Adult Learning Program related to Alberta Energy Regulator,https://www.alberta.ca/albertas-future-leaders-program,0.7
