entity,ministry,source_document,source_url
"August 27, 2020",Advanced Education,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents
"August 29, 2002",Advanced Education,Page Content: Budget documents | Alberta.ca,https://www.alberta.ca/budget-documents
Post,Advanced Education,Page Content: Post-secondary program standards and oversight | Alberta.ca,https://www.alberta.ca/post-secondary-program-standards-oversight
Search,Advanced Education,Page Content: Post-secondary program standards and oversight | Alberta.ca,https://www.alberta.ca/post-secondary-program-standards-oversight
Popular,Advanced Education,Page Content: Post-secondary program standards and oversight | Alberta.ca,https://www.alberta.ca/post-secondary-program-standards-oversight
Search Alberta,Advanced Education,Page Content: Post-secondary program standards and oversight | Alberta.ca,https://www.alberta.ca/post-secondary-program-standards-oversight
"June 17, 2025",Advanced Education,Page Content: Post-secondary program standards and oversight | Alberta.ca,https://www.alberta.ca/post-secondary-program-standards-oversight
Skip,Advanced Education,Page Content: Post-secondary program standards and oversight | Alberta.ca,https://www.alberta.ca/post-secondary-program-standards-oversight
Refocusing,Advanced Education,Page Content: Post-secondary program standards and oversight | Alberta.ca,https://www.alberta.ca/post-secondary-program-standards-oversight
Alberta,Advanced Education,Page Content: Post-secondary program standards and oversight | Alberta.ca,https://www.alberta.ca/post-secondary-program-standards-oversight
"January 30, 2025",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"March 28, 2025",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
Skip,Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
Alberta,Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"November 5, 2024",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"October 16, 2024",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"August 30, 2024",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"March 24, 2025",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
Popular,Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
Search Alberta,Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"June 17, 2025",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"March 31, 2025",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
Refocusing,Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"March 6, 2025",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"March 13, 2025",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
Search,Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"November 20, 2024",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"March 21, 2025",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"March 10, 2025",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"June 11, 2024",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
"February 24, 2025",Advanced Education,Page Content: Refocusing health care in Alberta | Alberta.ca,https://www.alberta.ca/refocusing-health-care-in-alberta
1-844-957-0552,Advanced Education,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/foster-and-kinship-care
Foster,Advanced Education,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/foster-and-kinship-care
Search,Advanced Education,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/foster-and-kinship-care
Popular,Advanced Education,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/foster-and-kinship-care
Search Alberta,Advanced Education,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/foster-and-kinship-care
"June 17, 2025",Advanced Education,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/foster-and-kinship-care
Skip,Advanced Education,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/foster-and-kinship-care
Refocusing,Advanced Education,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/foster-and-kinship-care
Alberta,Advanced Education,Page Content: Foster and kinship care | Alberta.ca,https://www.alberta.ca/foster-and-kinship-care
Search,Advanced Education,Page Content: All services | Alberta.ca,https://www.alberta.ca/all-services
Popular,Advanced Education,Page Content: All services | Alberta.ca,https://www.alberta.ca/all-services
Search Alberta,Advanced Education,Page Content: All services | Alberta.ca,https://www.alberta.ca/all-services
"Alberta


Foster",Advanced Education,Page Content: All services | Alberta.ca,https://www.alberta.ca/all-services
"June 17, 2025",Advanced Education,Page Content: All services | Alberta.ca,https://www.alberta.ca/all-services
Skip,Advanced Education,Page Content: All services | Alberta.ca,https://www.alberta.ca/all-services
Refocusing,Advanced Education,Page Content: All services | Alberta.ca,https://www.alberta.ca/all-services
Alberta,Advanced Education,Page Content: All services | Alberta.ca,https://www.alberta.ca/all-services
Albertans,Advanced Education,Page Content: Eliminating the bureaucratic vortex in hospitals | alberta.ca,https://www.alberta.ca/release.cfm?xID=93483F686E9DD-DC45-057A-D2A880EADB182292
"Search














Government",Advanced Education,Page Content: Eliminating the bureaucratic vortex in hospitals | alberta.ca,https://www.alberta.ca/release.cfm?xID=93483F686E9DD-DC45-057A-D2A880EADB182292
Eliminating,Advanced Education,Page Content: Eliminating the bureaucratic vortex in hospitals | alberta.ca,https://www.alberta.ca/release.cfm?xID=93483F686E9DD-DC45-057A-D2A880EADB182292
Some,Advanced Education,Page Content: Eliminating the bureaucratic vortex in hospitals | alberta.ca,https://www.alberta.ca/release.cfm?xID=93483F686E9DD-DC45-057A-D2A880EADB182292
Since Alberta,Advanced Education,Page Content: Eliminating the bureaucratic vortex in hospitals | alberta.ca,https://www.alberta.ca/release.cfm?xID=93483F686E9DD-DC45-057A-D2A880EADB182292
Skip,Advanced Education,Page Content: Eliminating the bureaucratic vortex in hospitals | alberta.ca,https://www.alberta.ca/release.cfm?xID=93483F686E9DD-DC45-057A-D2A880EADB182292
Alberta,Advanced Education,Page Content: Eliminating the bureaucratic vortex in hospitals | alberta.ca,https://www.alberta.ca/release.cfm?xID=93483F686E9DD-DC45-057A-D2A880EADB182292
November,Advanced Education,Page Content: Eliminating the bureaucratic vortex in hospitals | alberta.ca,https://www.alberta.ca/release.cfm?xID=93483F686E9DD-DC45-057A-D2A880EADB182292
"April 9, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"April 21, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"February 25, 2020",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"May 14, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"May 13, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"April 29, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$15,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$51,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
Skip,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"April 30, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$141,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$25,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
Alberta,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"$550,000",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"May 7, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
Popular,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"March 5, 2020",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"June 4, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"March 26, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$4,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"June 17, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"$42,000",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$330,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
Search Alberta,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"$300,000",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
Refocusing,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"June 11, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$1,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"May 16, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$72,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"$900,000",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"$126,000",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$19,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
Search,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"May 6, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
News,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$17,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$3,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$100,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"May 21, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$30,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"April 2, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
"May 26, 2025",Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$7,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$6,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$33,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$5,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
$8,Advanced Education,Page Content: News | Alberta.ca,https://www.alberta.ca/news
